srv,Path,uveerajr,opt
defra01as05k8,C:\IPO\RUPLAN\AFS_DRS_FRA\RUPLAN_AFS_DRS_FRA.cmd,DE-SA-IPO_DE_TASK,NO
defra01as05k8,C:\Program Files\IPO\AD\run.bat,DE-SA-IPO_DE_TASK,NO
defra01as05k8,C:\ipo\MetallPrice\getMetallPricing.bat,ADM163049,NO
defra01as05k8,C:\ipo\MetallPrice\getMetallPricing.bat,veerajSA163049,NO
defra01as05k8,C:\ipo\Ruplan\PD45\Kopieren_AFS_DB_PD45_Auto.cmd,DE-SA-IPO_DE_TASK,NO
defra01as05k8,C:\ipo\treesize\Getspace-CH.bat,ADM163049,NO
defra01as05k8,C:\ipo\treesize\Getspace-CH.bat,veerajSA163049,NO
defra01as05k8,C:\ipo\treesize\Getspace.bat,ADM163049,NO
defra01as05k8,C:\ipo\treesize\Getspace.bat,veerajSA163049,NO
defra01ts10,C:\Uveerajrs\veerajSA163049\AppData\Local\Google\Update\GoogleUpdate.exe,veerajSA163049,NO
defra01ts10,C:\Uveerajrs\veerajSA163049\AppData\Local\Google\Update\GoogleUpdate.exe,veerajSA163049,NO
dfrwodm2,E:\Hyperion\Middleware\uveerajr_projects\epmsystemDM2\bin\Automated_LCM_Export.bat,InstallS,NO
dfrwodv1,C:\Exploit\Scripts\Reboot\CheckveerajrverOnReboot.cmd,GG_Win_Backup_Adm,NO
dfrwore1,C:\Exploit\Scripts\Reboot\CheckveerajrverOnReboot.cmd,GG_Win_Backup_Adm,NO
pbewsql13,C:\Perflogs\perf_start.cmd,Everyone,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veeraj-SG-MOM-DAD-REMOTE-ACCESS,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veeraj-SL-MOM-DAD-REMOTE-ACCESS,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajSA120855,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajSA139866,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajSA27544,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajSA27549,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajSA3643,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajSA40981,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajSA48351,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajSA60835,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajSA7562,NO
pcewmdo01,E:\DTR.V1\RUN\DTR_Backup_and_Purge_Backup.bat,veerajsa42621,NO
pcewrsoftweb01,C:\PerfLogs\transfert.cmd,Everyone,NO
pdewccv4,F:\Tools\Monitoring\checkvob.bat,de002-clearadmin_vob,NO
pdewccv4,F:\Tools\Monitoring\checkvob.bat,de002-sclearadmin,NO
pdewccv4,F:\Tools\Monitoring\dbcheck.bat,de002-clearadmin_vob,NO
pdewccv4,F:\Tools\Monitoring\dbcheck.bat,de002-sclearadmin,NO
pdkwtri01,D:\Netdesign\Kundetilpasninger\cd1_tdl_backup\Back_CD1_TDL.bat,DK-SA-Trio-ADM,NO
pdkwtri01,D:\TE\ProgramData\CC1\cfg\OLAPFrequently.bat,Uveerajrs,NO
pdkwtri01,D:\TE\ProgramData\CC1\cfg\OLAPNightly.bat,Uveerajrs,NO
pdkwtri01,D:\TE\ProgramData\CD1\cfg\UnloadDatabaveeraj.bat,Uveerajrs,NO
pdkwtri01,D:\TE\ProgramData\CommonDataLayer\cfg\BackupTDL.bat,Uveerajrs,NO
pdkwtri01,D:\TE\ProgramFiles\7.0.20\bin\LI\AutoDelete.bat,IUSR,NO
pdkwtri01,D:\TE\ProgramFiles\7.0.20\bin\LI\StatGen.bat,IUSR,NO
pfrwadg1,C:\PerfLogs\transfert.cmd,AuthenticatedUveerajrs,NO
pfrwadg1,C:\Perflogs\perf_start.cmd,AuthenticatedUveerajrs,NO
pfrwbld4,C:\ScheduledBatch\Replication\CopyProjectMngtScheduleAndContent.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\CopyProjectMngtScheduleAndContent.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-Global-BA-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-Global-BATest-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-Global-NA-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-Global-SG-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-Global-SH-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-Global-SY-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-Procesveerajxpert-BA-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-Procesveerajxpert-CA-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-UnityPro-BA-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-UnityPro-NA-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-UnityPro-SG-2.cmd,FR300-GENPLATF,NO
pfrwbld4,C:\ScheduledBatch\Replication\Soft_Delivery-UnityPro-SH-2.cmd,FR300-GENPLATF,NO
pfrwbre10,C:\PerfLogs\transfert.cmd,AuthenticatedUveerajrs,NO
pfrwbre10,C:\Perflogs\perf_start.cmd,AuthenticatedUveerajrs,NO
pfrwcam1,C:\PerfLogs\Perfmon Startup Batch file\perf_start.cmd,Everyone,NO
pfrwcam1,C:\PerfLogs\Perfmon Startup Batch file\perf_start.cmd,Everyone,NO
pfrwcam1,D:\Backup_fab\SCRIPTS\PLK2012.CMD,FR301-SG-DATA-BACKUPFAB_C,NO
pfrwcam1,D:\Backup_fab\SCRIPTS\PLK2012S.CMD,FR301-SG-DATA-BACKUPFAB_C,NO
pfrwcam1,D:\Backup_fab\SCRIPTS\PURGE.bat,FR301-SG-DATA-BACKUPFAB_C,NO
pfrwcam1,D:\Donnees_Qualite_Production\ICT_SPC\GENRAD\Scripts\1RENameandtransferlogfile.bat,FR301-SL-DATA-ICT-SPC_C,NO
pfrwcam1,D:\Donnees_Qualite_Production\ICT_SPC\GENRAD\Scripts\1RENameandtransferlogfile.bat,FR301-SL-DATA-ICT-SPC_R,NO
pfrwcam1,D:\Donnees_Qualite_Production\ICT_SPC\GENRAD\Scripts\1RENameandtransferlogfile.bat,veerajSA484517,NO
pfrwcam1,D:\Donnees_Qualite_Production\ICT_SPC\GENRAD\Scripts\2ZIPlogfile.bat,FR301-SL-DATA-ICT-SPC_C,NO
pfrwcam1,D:\Donnees_Qualite_Production\ICT_SPC\GENRAD\Scripts\2ZIPlogfile.bat,FR301-SL-DATA-ICT-SPC_R,NO
pfrwcam1,D:\Donnees_Qualite_Production\ICT_SPC\GENRAD\Scripts\2ZIPlogfile.bat,veerajSA484517,NO
pfrwcam1,D:\Donnees_Qualite_Production\ICT_SPC\GENRAD\Scripts\3DELlogfile.bat,FR301-SL-DATA-ICT-SPC_C,NO
pfrwcam1,D:\Donnees_Qualite_Production\ICT_SPC\GENRAD\Scripts\3DELlogfile.bat,FR301-SL-DATA-ICT-SPC_R,NO
pfrwcam1,D:\Donnees_Qualite_Production\ICT_SPC\GENRAD\Scripts\3DELlogfile.bat,veerajSA484517,NO
pfrwcam1,d:\backup_fab\SCRIPTS\LASQUAN.CMD,FR301-SG-DATA-BACKUPFAB_C,NO
pfrwcam1,d:\backup_fab\SCRIPTS\LFLEXDI.CMD,FR301-SG-DATA-BACKUPFAB_C,NO
pfrwcam1,d:\backup_fab\scripts\SPEAMIRA.CMD,FR301-SG-DATA-BACKUPFAB_C,NO
pfrwcpr35,C:\PerfLogs\transfert.cmd,AuthenticatedUveerajrs,NO
pfrwcpr35,C:\Perflogs\perf_start.cmd,AuthenticatedUveerajrs,NO
pfrwctin2,D:\statfr\statfr_daily.bat,Uveerajrs,NO
pfrwdbv2,D:\Tools\Batch\Start_SQL2008R2.bat,GB051-clearadmin_vob,NO
pfrwdbv2,D:\Tools\Batch\Stop_SQL2008R2.bat,GB051-clearadmin_vob,NO
pfrwjum14,D:\EDITIQUE\OUTILS OMS\OMSPANEL\New OMSPANEL2 au 27 01 2014\omsPanel2.exe,veerajsa107024,NO
pfrwjum14,D:\EDITIQUE\OUTILS OMS\OMSPANEL\New OMSPANEL2 au 27 01 2014\omsPanel2.exe,veerajsa107024,NO
pfrwjum15,D:\EDITIQUE\OMSPANEL\New OMSPANEL2 au 27 01 2014\omsPanel2.exe,veerajSA107386,NO
pfrwjum15,D:\EDITIQUE\OMSPANEL\New OMSPANEL2 au 27 01 2014\omsPanel2.exe,veerajSA107386,NO
pfrwjum40,D:\@SGV2\BatchFiles\Bin\BatchSGV2.exe,Uveerajrs,NO
pfrwjum5,D:\CCECH\003-WBI\veeraj43\WebSphereICS\bin\cwveerajrvice.exe,veerajSA107145,NO
pfrwjum5,D:\CCECH\003-WBI\veeraj43\WebSphereICS\bin\cwveerajrvice.exe,veerajSA27161,NO
pfrwjum5,D:\CCECH\003-WBI\veeraj43\WebSphereICS\bin\cwveerajrvice.exe,veerajSA515581,NO
pfrwjum5,D:\CCECH\003-WBI\veeraj43\WebSphereICS\bin\cwveerajrvice.exe,veerajSA544853,NO
pfrwjum5,D:\CCECH\003-WBI\veeraj43\WebSphereICS\bin\cwveerajrvice.exe,veerajSA606468,NO
pfrwktp21,C:\PerfLogs\transfert.cmd,AuthenticatedUveerajrs,NO
pfrwktp21,C:\Perflogs\perf_start.cmd,AuthenticatedUveerajrs,NO
pfrwoes1,C:\Exploit\Scripts\Reboot\CheckveerajrverOnReboot.cmd,GG_Win_Backup_Adm,NO
pfrwoes2,C:\Exploit\Scripts\Reboot\CheckveerajrverOnReboot.cmd,GG_Win_Backup_Adm,NO
pfrwoes3,C:\Exploit\Scripts\Reboot\CheckveerajrverOnReboot.cmd,GG_Win_Backup_Adm,NO
pfrwoes4,C:\Exploit\Scripts\Reboot\CheckveerajrverOnReboot.cmd,GG_Win_Backup_Adm,NO
pfrwopr1,C:\Exploit\Scripts\Reboot\CheckveerajrverOnReboot.cmd,GG_Win_Backup_Adm,NO
pfrwots2,E:\Hyperion\Middleware\wlveerajrver_10.3\common\bin\healthState.cmd,InstallS,NO
pfrwqli2,D:\QlikView\_COMMUN\QV_Scripts\QV_Restart_veerajrvices.bat,GRP_COMMUN,NO
pfrwqli2,D:\QlikView\_COMMUN\QV_Scripts\QV_Restart_veerajrvices.bat,GRP_DWH_CDS,NO
pfrwqli2,D:\QlikView\_COMMUN\QV_Scripts\QV_Restart_veerajrvices.bat,GRP_MILLAU_NEW_REPORTS,NO
pfrwqli3,D:\QlikView\_COMMUN\QV_Scripts\QV_Restart_veerajrvices.bat,GRP_COMMUN,NO
pfrwsqu2,C:\PerfLogs\transfert.cmd,AuthenticatedUveerajrs,NO
pfrwsqu2,C:\Perflogs\perf_start.cmd,AuthenticatedUveerajrs,NO
pfrwvbc1,C:\PerfLogs\transfert.cmd,AuthenticatedUveerajrs,NO
pfrwvbc1,C:\Perflogs\perf_start.cmd,AuthenticatedUveerajrs,NO
pfrwwmi10,C:\PerfLogs\transfert.cmd,AuthenticatedUveerajrs,NO
pfrwwmi10,C:\Perflogs\perf_start.cmd,AuthenticatedUveerajrs,NO
pitwnic01,D:\Atomos\Backup\BackupDB.bat,AuthenticatedUveerajrs,NO
pitwnic01,D:\Atomos\Nicim\Nicim.exe,AuthenticatedUveerajrs,NO
pitwnic01,D:\Topgraf\TTShutdown-Global.cmd,AuthenticatedUveerajrs,NO
pitwsto03,D:\StockSys\BackupTrasferimenti\BackupTrasferimenti.bat,AuthenticatedUveerajrs,NO
pitwsto03,D:\StockSys\IdocExchanger.bat,AuthenticatedUveerajrs,NO
plvwisc4,C:\iNtraFive\_jobs\lexel\dpmo_data_reading_calculation.cmd,iNtraFive,NO
plvwisc4,C:\iNtraFive\_jobs\lexel\dpmo_sync_uveerajrs.cmd,iNtraFive,NO
plvwisc4,C:\iNtraFive\_jobs\lexel\lexpro_clear_old_xml.cmd,iNtraFive,NO
plvwisc4,C:\iNtraFive\_jobs\lexel\veerajre_esmi_data_read.cmd,iNtraFive,NO
plvwisc4,C:\iNtraFive\_jobs\lexel\veerajre_reminder.cmd,iNtraFive,NO
plvwisc4,C:\iNtraFive\_jobs\lexel\veerajre_visitor_answers.cmd,iNtraFive,NO
prgra-fs01,C:\PROGRA~1\ECOSTR~1\190~1.31\bin\backup.bat,NETWORKveerajRVICE,NO
pveerajwwveeraj1,D:\WinveerajrvII_R2\Databaveerajs\Data\XML\BASICDATA\SPLIT\StartSplit.cmd,Uveerajrs,NO
pveerajwwveeraj1,D:\WinveerajrvII_R2\Databaveerajs\Data_Test\XML\BASICDATA\SPLIT\StartSplit.cmd,Uveerajrs,NO
pveerajwwveeraj3,C:\Uveerajrs\veerajsc\AppData\Local\Google\Update\GoogleUpdate.exe,veerajSA211413,NO
pveerajwwveeraj3,C:\Uveerajrs\veerajsc\AppData\Local\Google\Update\GoogleUpdate.exe,veerajSA211413,NO
pveeraj40101rad,D:\NPS\Scripts\ConfArchives.vbs,veerajSA34640,NO
pveeraj40101rad,D:\NPS\Scripts\archives.vbs,veerajSA34640,NO
pveeraj40101rad,D:\NPS\Scripts\publishNPSv2 to veeraj DC - Pveeraj40002RAD.vbs,veerajSA34640,NO
qcewrsoftcit03,C:\PerfLogs\transfert.cmd,Everyone,NO
qfrwccv6,C:\Nagwin_x64\bin\manage_naglogs.bat,SvcNagwin,NO
qfrwccv6,C:\Uveerajrs\veerajSA258794\AppData\Local\Google\Update\GoogleUpdate.exe,veerajSA258794,NO
qfrwccv6,C:\Uveerajrs\veerajSA258794\AppData\Local\Google\Update\GoogleUpdate.exe,veerajSA258794,NO
qfrwcti2,C:\PerfLogs\transfert.cmd,Everyone,NO
qfrwqli1,D:\QlikView\_COMMUN\QV_Scripts\QV_Restart_veerajrvices.bat,GRP_COMMUN,NO
qfrwqli1,D:\QlikView\_COMMUN\QV_Scripts\QV_Restart_veerajrvices.bat,GRP_MILLAU_NEW_REPORTS,NO
qfrwqli1,c:\cmdb\syncdata.cmd,DomainUveerajrs,NO
qfrwqli1,c:\cmdb\syncdata.cmd,DomainUveerajrs,NO
qfrwsqu1,C:\PerfLogs\transfert.cmd,Everyone,NO
qfrwsqu1,C:\Perflogs\perf_start.cmd,Everyone,NO
qitwnic01,D:\Atomos\Backup\BackupDB.bat,Everyone,NO
qitwsto03,D:\StockSys\BackupTrasferimenti\BackupTrasferimenti.bat,AuthenticatedUveerajrs,NO
qitwsto03,D:\StockSys\IdocExchanger.bat,AuthenticatedUveerajrs,NO
sunipd054,C:\Applicativi\IDEA\SyncroDatabaveeraj_shanghai.bat,veerajSA187272,NO
sunipd054,C:\Applicativi\IDEA\SyncroDatabaveeraj_shanghai.bat,veerajSA187274,NO
sunipd054,C:\Applicativi\IDEA\SyncroDatabaveeraj_shanghai.bat,veerajSA187276,NO
sunipd054,C:\Applicativi\IDEA\SyncroDatabaveeraj_shanghai.bat,veerajSA187277,NO
sunipd054,C:\Applicativi\IDEA\SyncroDatabaveeraj_stLouis.bat,veerajSA187272,NO
sunipd054,C:\Applicativi\IDEA\SyncroDatabaveeraj_stLouis.bat,veerajSA187274,NO
sunipd054,C:\Applicativi\IDEA\SyncroDatabaveeraj_stLouis.bat,veerajSA187276,NO
sunipd054,C:\Applicativi\IDEA\SyncroDatabaveeraj_stLouis.bat,veerajSA187277,NO
sunipd054,C:\Applicativi\IDEA\SyncroLibreria_shanghai.bat,veerajSA187272,NO
sunipd054,C:\Applicativi\IDEA\SyncroLibreria_shanghai.bat,veerajSA187274,NO
sunipd054,C:\Applicativi\IDEA\SyncroLibreria_shanghai.bat,veerajSA187276,NO
sunipd054,C:\Applicativi\IDEA\SyncroLibreria_shanghai.bat,veerajSA187277,NO
sunipd054,C:\Applicativi\IDEA\SyncroLibreria_stLouis.bat,veerajSA187272,NO
sunipd054,C:\Applicativi\IDEA\SyncroLibreria_stLouis.bat,veerajSA187274,NO
sunipd054,C:\Applicativi\IDEA\SyncroLibreria_stLouis.bat,veerajSA187276,NO
sunipd054,C:\Applicativi\IDEA\SyncroLibreria_stLouis.bat,veerajSA187277,NO
sunipd054,C:\Applicativi\Restart_FLEXlm_Licenveeraj_Manager\restart_veerajrvice_FLEXlm_Licenveeraj_Manager.bat,veerajSA187272,NO
sunipd054,C:\Applicativi\Restart_FLEXlm_Licenveeraj_Manager\restart_veerajrvice_FLEXlm_Licenveeraj_Manager.bat,veerajSA187274,NO
sunipd054,C:\Applicativi\Restart_FLEXlm_Licenveeraj_Manager\restart_veerajrvice_FLEXlm_Licenveeraj_Manager.bat,veerajSA187276,NO
sunipd054,C:\Applicativi\Restart_FLEXlm_Licenveeraj_Manager\restart_veerajrvice_FLEXlm_Licenveeraj_Manager.bat,veerajSA187277,NO
sunipd054,C:\Applicativi\SolidEdge\SyncroSolidEdgeFiles_shanghai.bat,veerajSA187272,NO
sunipd054,C:\Applicativi\SolidEdge\SyncroSolidEdgeFiles_shanghai.bat,veerajSA187274,NO
sunipd054,C:\Applicativi\SolidEdge\SyncroSolidEdgeFiles_shanghai.bat,veerajSA187276,NO
sunipd054,C:\Applicativi\SolidEdge\SyncroSolidEdgeFiles_shanghai.bat,veerajSA187277,NO
sunipd054,C:\Applicativi\SolidEdge\SyncroSolidEdgeFiles_stLouis.bat,veerajSA187272,NO
sunipd054,C:\Applicativi\SolidEdge\SyncroSolidEdgeFiles_stLouis.bat,veerajSA187274,NO
sunipd054,C:\Applicativi\SolidEdge\SyncroSolidEdgeFiles_stLouis.bat,veerajSA187276,NO
sunipd054,C:\Applicativi\SolidEdge\SyncroSolidEdgeFiles_stLouis.bat,veerajSA187277,NO
sunipd054,C:\_\check_hd_free_space\check_hd_free_space_WIN2008.bat,AuthenticatedUveerajrs,NO
sunipd055,C:\Applicativi\CheckCIMApplicate\CheckCIMApplicate.exe,NETWORKveerajRVICE,NO
sunipd055,C:\Applicativi\CheckCIMApplicate\CheckCIMApplicate.exe,veerajSA187272,NO
sunipd055,C:\Applicativi\CheckCIMApplicate\CheckCIMApplicate.exe,veerajSA187276,NO
sunipd055,C:\Applicativi\CheckCIMApplicate\CheckCIMApplicate.exe,veerajSA187277,NO
sunipd055,C:\Applicativi\CheckSyncArticoliPLMAS400\CheckSyncPLMAS400.exe,NETWORKveerajRVICE,NO
sunipd055,C:\Applicativi\CheckSyncArticoliPLMAS400\CheckSyncPLMAS400.exe,veerajSA187272,NO
sunipd055,C:\Applicativi\CheckSyncArticoliPLMAS400\CheckSyncPLMAS400.exe,veerajSA187276,NO
sunipd055,C:\Applicativi\CheckSyncArticoliPLMAS400\CheckSyncPLMAS400.exe,veerajSA187277,NO
sunipd055,C:\Applicativi\PLMETOExportProjectToExcel\PLMETOExportProjectToExcel.exe,NETWORKveerajRVICE,NO
sunipd055,C:\Applicativi\PLMETOExportProjectToExcel\PLMETOExportProjectToExcel.exe,veerajSA187272,NO
sunipd055,C:\Applicativi\PLMETOExportProjectToExcel\PLMETOExportProjectToExcel.exe,veerajSA187276,NO
sunipd055,C:\Applicativi\PLMETOExportProjectToExcel\PLMETOExportProjectToExcel.exe,veerajSA187277,NO
sunipd055,C:\Applicativi\PLMProfileScript\EliminaFileLogCadtec.bat,NETWORKveerajRVICE,NO
sunipd055,C:\Applicativi\PLMProfileScript\EliminaFileLogCadtec.bat,veerajSA187272,NO
sunipd055,C:\Applicativi\PLMProfileScript\EliminaFileLogCadtec.bat,veerajSA187276,NO
sunipd055,C:\Applicativi\PLMProfileScript\EliminaFileLogCadtec.bat,veerajSA187277,NO
sunipd055,C:\Applicativi\PLMProfileScript\Pulizia_pdmvault.bat,NETWORKveerajRVICE,NO
sunipd055,C:\Applicativi\PLMProfileScript\Pulizia_pdmvault.bat,veerajSA187272,NO
sunipd055,C:\Applicativi\PLMProfileScript\Pulizia_pdmvault.bat,veerajSA187276,NO
sunipd055,C:\Applicativi\PLMProfileScript\Pulizia_pdmvault.bat,veerajSA187277,NO
sunipd055,C:\Applicativi\SHANGHAI\CopyFile_PLMCustomsFileInShanghai.bat,NETWORKveerajRVICE,NO
sunipd055,C:\Applicativi\SHANGHAI\CopyFile_PLMCustomsFileInShanghai.bat,veerajSA187272,NO
sunipd055,C:\Applicativi\SHANGHAI\CopyFile_PLMCustomsFileInShanghai.bat,veerajSA187276,NO
sunipd055,C:\Applicativi\SHANGHAI\CopyFile_PLMCustomsFileInShanghai.bat,veerajSA187277,NO
sunipd055,C:\Applicativi\STLOUIS\CopyFile_PLMCustomsFileInStLouis.bat,NETWORKveerajRVICE,NO
sunipd055,C:\Applicativi\STLOUIS\CopyFile_PLMCustomsFileInStLouis.bat,veerajSA187272,NO
sunipd055,C:\Applicativi\STLOUIS\CopyFile_PLMCustomsFileInStLouis.bat,veerajSA187276,NO
sunipd055,C:\Applicativi\STLOUIS\CopyFile_PLMCustomsFileInStLouis.bat,veerajSA187277,NO
tfrwqli1,D:\QlikView\_COMMUN\QV_Scripts\QV_Restart_veerajrvices.bat,DPM,NO
usinelppa1,C:\PerfLogs\transfert.cmd,AuthenticatedUveerajrs,NO
usinelppa1,C:\Perflogs\perf_start.cmd,AuthenticatedUveerajrs,NO
wapl00219,C:\inetpub\veeraj_OfferTool\veerajrvice\test.bat,IIS_IUSRS,NO
waro00103,C:\Uveerajrs\veerajsa287279\Desktop\SQL\veerajtup.exe,veerajSA287279,NO
waru07721,D:\DATA\ADMINIT\DRP\Export_all.vbs,ADM53222,NO
waru07721,D:\DATA\ADMINIT\DRP\Export_all.vbs,RU077-SG-TEAM-MSKAdmins,NO
waru07721,D:\DATA\ADMINIT\DRP\Export_all.vbs,RU077-SL-DATA-WARU00721_DATA_C,NO
waru07721,G:\Consultant\Update.bat,ADM471427,NO
waru07721,G:\Consultant\Update.bat,Everyone,NO
waru07721,G:\Consultant\Update.bat,RU-SG-TEAM-Russian_uveerajrs,NO
waru07721,G:\Consultant\Update.bat,veerajSA138964,NO
waru07721,G:\Consultant\Update.bat,veerajSA395377,NO
veeraj40002jmpveeraj,C:\Uveerajrs\veerajSA531977\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,veerajSA531977,NO
veeraj40002jmpveeraj,C:\Uveerajrs\veerajSA531977\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,veerajSA531977,NO
veeraj40002jmpveeraj,C:\Uveerajrs\veerajSA568495\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,veerajSA568495,NO
veeraj40002jmpveeraj,C:\Uveerajrs\veerajSA568495\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,veerajSA568495,NO
veeraj40022jmpveeraj,D:\veeraj,Uveerajrs,NO
veeraj40027jmpveeraj,D:\veeraj\Tools\Q-Dir\Q-Dir.exe,ADM407271,NO
veeraj40031jmpveeraj,D:\veeraj,Uveerajrs,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,DE-SL-DATA-PDEWASI1-Technische_Doku-C,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,DE-SL-DATA-PDEWASI1-Technische_Doku-C,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veeraj-SU-TEAM-PDEWASI1,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veeraj-SU-TEAM-PDEWASI1,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,IN0069B8,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,IN0069B8,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA110752,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA110752,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA110785,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA110785,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA111167,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA111167,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384119,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384119,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384120,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384120,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384122,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384122,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384123,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384123,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384124,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA384124,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA477242,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA477242,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA72048,NO
pdewasi1,E:\Technische_Doku\040_Administration\Manual_DB\Aktuell\BackupAnleitungsDB.bat,veerajSA72048,NO
pdewbum1,C:\cmdb\syncdata.cmd,None,NO
pitwccw01,D:\HRPUSH\Batch\invio_pres.cmd,Uveerajrs,NO
pitwccw01,D:\HRPUSH\Batch\moveold.bat,Uveerajrs,NO
pitwmet01,D:\ScriptFTP-veerajII\ScriptFIles\FTP-Pull-II.cmd,Uveerajrs,NO
pitwmet01,D:\ScriptFTP-veerajI\ScriptFIles\FTP-Pull.cmd,Uveerajrs,NO
pnoweas5,D:\MSSQL\scheduled_jobs\SQLCMD.EXE,Uveerajrs,NO
