srv,Path,uveerajr,opt
pfrwqua2,C:\PROGRA~2\SCHNEI~1\ECOSTR~1\Nginx\nginx\logs\nginx_log_rotate.bat,Uveerajrs,NO
pfrwrcb1,C:\PerfLogs\perf_start.cmd,Administrator,NO
pfrwrcb1,C:\PerfLogs\transfert.cmd,Administrator,NO
pfrwsci1,C:\PerfLogs\perf_start.cmd,Administrator,NO
pfrwsci1,C:\PerfLogs\transfert.cmd,Administrator,NO
pfrwsci1,C:\Temp\ImportChargeJour.bat,sciforma,NO
pfrwsci1,C:\Temp\OuvertureHQ.bat,sciforma,NO
pfrwsci1,C:\Temp\abveerajnce.bat,sciforma,NO
pfrwsci1,C:\Temp\statut.bat,sciforma,NO
pfrwsci1,C:\cmdb\syncdata.cmd,DomainUveerajrs,NO
pfrwsci1,c:\cmdb\syncdata.cmd,DomainUveerajrs,NO
pfrwusj02,D:\backup\backup_schedule_task.bat,veerajSA29646,NO
pfrwusj02,D:\backup\backup_schedule_task.bat,Uveerajrs,NO
pfrwusj02,D:\backup\prodat\prodat.bat,veerajSA29646,NO
pfrwusj02,D:\backup\prodat\prodat.bat,Uveerajrs,NO
pitwind01,C:\PerfLogs\perf_start.cmd,Administrator,NO
pitwind02,C:\PerfLogs\perf_start.cmd,Administrator,NO
pitwsto011,C:\PerfLogs\perf_start.cmd,Administrator,NO
pitwsto011,D:\StockSys\BackupTrasferimenti\BackupTrasferimenti.bat,AuthenticatedUveerajrs,NO
pitwsto011,D:\StockSys\BackupTrasferimenti\BackupTrasferimenti.bat,veerajSA59775,NO
pitwsto011,D:\StockSys\BackupTrasferimenti\BackupTrasferimenti.bat,Uveerajrs,NO
pitwsto011,D:\StockSys\IdocExchanger_MT.bat,AuthenticatedUveerajrs,NO
pitwsto011,D:\StockSys\IdocExchanger_MT.bat,veerajSA59775,NO
pitwsto011,D:\StockSys\IdocExchanger_MT.bat,Uveerajrs,NO
pitwsto011,D:\StockSys\IdocExchanger_SS.bat,AuthenticatedUveerajrs,NO
pitwsto011,D:\StockSys\IdocExchanger_SS.bat,veerajSA59775,NO
pitwsto011,D:\StockSys\IdocExchanger_SS.bat,Uveerajrs,NO
pitwsto011,D:\sapint-veerajs\sap_ssys-veerajs_tran.cmd,veerajSA16392,NO
pitwsto011,D:\sapint-veerajs\sap_ssys-veerajs_tran.cmd,veerajSA59775,NO
pitwsto011,D:\sapint-veerajs\ssys-veerajs_sap_tran.cmd,veerajSA16392,NO
pitwsto011,D:\sapint-veerajs\ssys-veerajs_sap_tran.cmd,veerajSA59775,NO
pitwsto011,D:\sapint-stz\sap_ssys-stz_tran.cmd,veerajSA59775,NO
pitwsto011,D:\sapint-stz\ssys-stz_sap_tran.cmd,veerajSA59775,NO
pitwsto012,C:\PerfLogs\perf_start.cmd,Administrator,NO
pitwsto13,C:\PerfLogs\perf_start.cmd,Administrator,NO
pitwsto13,C:\PerfLogs\transfert.cmd,Administrator,NO
pitwsto13,D:\StockSys\BackupTrasferimenti\BackupTrasferimenti.bat,IT001-Replica,NO
pitwsto13,D:\StockSys\IdocExchanger.bat,IT001-Replica,NO
pitwsto14,C:\PerfLogs\perf_start.cmd,Administrator,NO
pitwsto14,C:\PerfLogs\transfert.cmd,Administrator,NO
pnlwcon1,C:\PerfLogs\perf_start.cmd,Administrator,NO
pnlwcon1,C:\PerfLogs\transfert.cmd,Administrator,NO
pnlwcon2,C:\PerfLogs\perf_start.cmd,Administrator,NO
pnlwcon2,C:\PerfLogs\transfert.cmd,Administrator,NO
pnlwwcs01,C:\PerfLogs\perf_start.cmd,Administrator,NO
pnlwwcs01,C:\PerfLogs\transfert.cmd,Administrator,NO
pnlwwcs01,D:\scripts\rman_backup.pl,oracle,NO
pnlwwcs01,D:\scripts\rman_backup.pl,oracle,NO
pveerajw001070,C:\PerfLogs\perf_start.cmd,Administrator,NO
pveerajw001070,C:\PerfLogs\transfert.cmd,Administrator,NO
pveerajw00203,C:\Daladatorer\CopyExport.bat,consult-203,NO
pveerajw00203,E:\Import\Scripts\GET-DWupdates.vbs,Administrator,NO
pveerajwsxw01,C:\PerfLogs\perf_start.cmd,Administrator,NO
pveerajwsxw01,C:\PerfLogs\transfert.cmd,Administrator,NO
pveeraj40102pt,E:\EDICOM\ASPEDI\enviar_a_ediwin_asp.bat,adminptl,NO
pveeraj40102pt,E:\EDICOM\ASPEDI\recibir_de_ediwin_asp.bat,adminptl,NO
qfrwcao2,C:\PerfLogs\perf_start.cmd,Administrator,NO
qfrwcao2,C:\PerfLogs\transfert.cmd,Administrator,NO
qfrwdu03,C:\PerfLogs\perf_start.cmd,ADM43594,NO
qfrwdu03,C:\PerfLogs\perf_start.cmd,Administrator,NO
qfrwdu03,C:\PerfLogs\transfert.cmd,ADM43594,NO
qfrwdu03,C:\PerfLogs\transfert.cmd,Administrator,NO
qfrwdu03,D:\Data\Conex\DELTApassDB_Tests\DelLockFiles.bat,ADM89748,NO
qfrwdu03,D:\Data\Conex\DELTApassDB_Tests\DelLockFiles.bat,veeraj-SG-CONEX_PPROD_UveerajR,NO
qfrwdu03,D:\Data\Conex\DELTApassDB_Tests\DelLockFiles.bat,veeraj-SG-TEAM-WorkplaceTeamFileandShare,NO
qfrwdu03,D:\Data\Conex\DELTApassDB_Tests\DelLockFiles.bat,ftpnae,NO
qfrwdu03,D:\Ftp\XI\RCV\DeleteFTP4MonthsOld.bat,AuthenticatedUveerajrs,NO
qfrwdu03,D:\Ftp\XI\RCV\DeleteFTP4MonthsOld.bat,veeraj-SG-TEAM-WorkplaceTeamFileandShare,NO
qfrwdu03,D:\Ftp\XI\RCV\DeleteFTP4MonthsOld.bat,IUSR,NO
qfrwdu03,D:\Ftp\XI\RCV\DeleteFTP4MonthsOld.bat,Uveerajrs,NO
qfrwdu03,D:\Ftp\XI\RCV\DeleteFTP4MonthsOld.bat,ftpnae,NO
qfrwdu03,D:\Ftp\XI\RCV\script\test.cmd,AuthenticatedUveerajrs,NO
qfrwdu03,D:\Ftp\XI\RCV\script\test.cmd,veeraj-SG-TEAM-WorkplaceTeamFileandShare,NO
qfrwdu03,D:\Ftp\XI\RCV\script\test.cmd,IUSR,NO
qfrwdu03,D:\Ftp\XI\RCV\script\test.cmd,Uveerajrs,NO
qfrwdu03,D:\Ftp\XI\RCV\script\test.cmd,ftpnae,NO
qfrwdu03,D:\temp\FTPSVC_Check.bat,ftpnae,NO
qfrwopt02,C:\PerfLogs\perf_start.cmd,Administrator,NO
qfrwopt02,C:\PerfLogs\transfert.cmd,Administrator,NO
qitwsto13,C:\PerfLogs\perf_start.cmd,Administrator,NO
qitwsto14,C:\PerfLogs\perf_start.cmd,Administrator,NO
qnlwwcs01,C:\PerfLogs\perf_start.cmd,Administrator,NO
qnlwwcs01,C:\PerfLogs\transfert.cmd,Administrator,NO
waat00121,D:\Backup\DatabaveerajBackup.cmd,AT-SA-newmagic,NO
waat00121,D:\Importer\import.cmd,AT-SA-newmagic,NO
waat00121,D:\SAP_Export_NotShared\runme.bat,Uveerajrs,NO
wabg00102,C:\CMD\del-Quaratn.cmd,Admin,NO
wabg00102,C:\CMD\del_log.cmd,Administrator,NO
wahu00202,C:\PROGRA~2\SCHNEI~2\ECOSTR~1\Nginx\nginx\logs\nginx_log_rotate.bat,Everyone,NO
wahu00202,C:\PROGRA~2\SCHNEI~2\ECOSTR~1\Nginx\nginx\logs\nginx_log_rotate.bat,Uveerajrs,NO
pveerajwnav7,C:\PerfLogs\perf_start.cmd,Administrator,NO
pveerajwnav7,C:\PerfLogs\transfert.cmd,Administrator,NO
wsfr000001sql,V:\E3.veerajries.Data\GDB\GdbStatLicences.bat,FR053-SL-APPL-E3_Admin_C,NO
wsfr000001sql,V:\E3.veerajries.Data\GDB\GdbStatLicences.bat,veerajSA161427,NO
wsfr000001sql,V:\E3.veerajries.Data\GDB\GdbStatLicences.bat,Uveerajrs,NO
wsfr000001sql,V:\E3.veerajries.Data\GDB\lmutil.cmd,FR053-SL-APPL-E3_Admin_C,NO
wsfr000001sql,V:\E3.veerajries.Data\GDB\lmutil.cmd,veerajSA161427,NO
wsfr000001sql,V:\E3.veerajries.Data\GDB\lmutil.cmd,Uveerajrs,NO
veeraj40122jmpveeraj,C:\Uveerajrs\veerajSA366196\AppData\Local\Programs\Lenovo\Lenovo veerajrvice Bridge\LSBUpdater.exe,ADM366196,NO
veeraj40122jmpveeraj,C:\Uveerajrs\veerajSA366196\AppData\Local\Programs\Lenovo\Lenovo veerajrvice Bridge\LSBUpdater.exe,ADM389743,NO
veeraj40122jmpveeraj,C:\Uveerajrs\veerajSA366196\AppData\Local\Programs\Lenovo\Lenovo veerajrvice Bridge\LSBUpdater.exe,ADM432980,NO
veeraj40122jmpveeraj,C:\Uveerajrs\veerajSA366196\AppData\Local\Programs\Lenovo\Lenovo veerajrvice Bridge\LSBUpdater.exe,veerajSA366196,NO
pitwept01,E:\FTP\cancello_file_vecchi_in_dati_sabi.bat,UveerajRS,NO
pitwept01,E:\SwCollaudi\InvioMatricoleProdotte\InvioMatricole.exe,SHARE,NO
pitwept01,E:\SwCollaudi\InvioMatricoleProdotte\InvioMatricole.exe,UveerajRS,NO
pitwept01,E:\SwCollaudi\QueryExec\QueryExec.exe,SHARE,NO
pitwept01,E:\SwCollaudi\QueryExec\QueryExec.exe,SHARE,NO
pitwept01,E:\SwCollaudi\QueryExec\QueryExec.exe,SHARE,NO
pitwept01,E:\SwCollaudi\QueryExec\QueryExec.exe,SHARE,NO
pitwept01,E:\SwCollaudi\QueryExec\QueryExec.exe,UveerajRS,NO
pitwept01,E:\SwCollaudi\QueryExec\QueryExec.exe,UveerajRS,NO
pitwept01,E:\SwCollaudi\QueryExec\QueryExec.exe,UveerajRS,NO
pitwept01,E:\SwCollaudi\QueryExec\QueryExec.exe,UveerajRS,NO
pitwept01,E:\SwCollaudi\SW13_trasferimento_FTP\Sw13_trasferimento_ftp.exe,SHARE,NO
pitwept01,E:\SwCollaudi\SW13_trasferimento_FTP\Sw13_trasferimento_ftp.exe,UveerajRS,NO
pitwept01,E:\SwCollaudi\Sw2_Verbali\SW2_Verbali.exe,SHARE,NO
pitwept01,E:\SwCollaudi\Sw2_Verbali\SW2_Verbali.exe,UveerajRS,NO
pitwept01,E:\SwCollaudi\SynchronizeDB\SyncDB\Script\StartSyncDBveerajrvice.cmd,SHARE,NO
pitwept01,E:\SwCollaudi\SynchronizeDB\SyncDB\Script\StartSyncDBveerajrvice.cmd,UveerajRS,NO
pitwept01,E:\SwCollaudi\SynchronizeDB\SyncDB\Script\StopSyncDBveerajrvice.cmd,SHARE,NO
pitwept01,E:\SwCollaudi\SynchronizeDB\SyncDB\Script\StopSyncDBveerajrvice.cmd,UveerajRS,NO
pitwept01,E:\SwCostruzione\DataBaveerajMD\DBMDCon\DataBaveerajMDCon.exe,SHARE,NO
pitwept01,E:\SwCostruzione\DataBaveerajMD\DBMDCon\DataBaveerajMDCon.exe,UveerajRS,NO
pitwept01,E:\SwCostruzione\SynchronizeDB\SyncDB\Script\StartSyncDBveerajrvice.cmd,SHARE,NO
pitwept01,E:\SwCostruzione\SynchronizeDB\SyncDB\Script\StartSyncDBveerajrvice.cmd,UveerajRS,NO
pitwept01,E:\SwCostruzione\SynchronizeDB\SyncDB\Script\StopSyncDBveerajrvice.cmd,SHARE,NO
pitwept01,E:\SwCostruzione\SynchronizeDB\SyncDB\Script\StopSyncDBveerajrvice.cmd,UveerajRS,NO
pitwept01,E:\var\Batch\AggiornaFileReport.cmd,UveerajRS,NO
pitwept01,E:\var\Batch\AllDB_Azioni5Minuti.cmd,UveerajRS,NO
pitwept01,E:\var\Batch\AllDB_BackupMensile.cmd,UveerajRS,NO
pitwept01,E:\var\Batch\AllDB_HouveerajKeeping.cmd,UveerajRS,NO
